291,403,769
304,705,793
373,460,969
295,517,725
72,503,524
148,239,747
363,691,916
313,437,771
132,510,568
69,501,529
230,508,656
281,678,859
147,699,762
336,657,936
160,492,561
260,403,776
312,723,897
344,431,796
298,703,926
157,542,560
119,221,804
173,650,719
162,301,794
376,554,969
238,377,752
174,683,755
286,728,799
283,511,635
315,429,708
90,175,818
184,773,895
321,681,892
243,404,774
35,102,740
109,600,614
407,573,969
197,334,852
94,526,569
313,379,714
243,714,885
339,610,964
293,707,939
395,534,970
193,744,862
308,705,916
356,650,924
330,456,725
250,485,699
69,535,548
339,666,946
185,517,623
214,311,793
151,698,785
369,360,983
440,466,976
153,566,611
326,429,765
102,493,525
274,534,687
279,637,697
118,482,511
419,525,963
192,272,786
307,422,760
373,444,978
245,740,922
34,99,722
77,152,694
370,666,923
280,656,927
342,569,976
274,710,912
356,702,930
183,748,843
292,687,917
390,523,977
273,347,728
304,372,736
273,373,757
293,691,786
206,731,858
103,650,715
211,484,649
95,528,571
139,205,743
403,524,974
20,74,726
142,246,738
370,592,943
85,618,661
243,465,743
216,295,692
344,637,921
145,263,795
190,480,541
342,427,736
247,725,902
274,716,937
159,681,761
258,428,795
