462,516,499
8,42,655
225,365,424
394,562,680
115,824,993
219,475,551
438,506,433
624,786,890
241,359,546
347,737,853
344,547,566
256,497,512
256,790,978
120,310,564
289,866,994
224,408,552
6,47,848
195,275,334
79,201,772
194,394,515
184,907,997
284,383,358
512,595,681
112,796,994
278,450,400
107,309,678
434,622,750
270,529,567
321,829,985
277,581,800
237,637,855
445,433,495
17,81,828
57,270,657
256,848,985
287,678,938
118,756,986
13,61,797
325,772,934
381,555,634
21,160,764
477,740,841
398,537,596
385,504,485
206,558,838
327,415,357
69,205,609
97,352,693
580,693,827
302,443,473
210,864,993
0,13,831
486,499,469
406,786,935
591,679,764
26,152,681
101,191,356
420,411,479
388,751,920
21,831,998
55,249,689
71,203,612
319,748,938
459,613,677
155,400,503
364,682,908
8,52,598
278,589,566
349,541,558
405,530,624
310,402,329
507,615,546
309,492,609
397,675,886
14,74,717
13,125,781
299,429,397
26,120,571
68,239,690
306,745,936
489,820,951
49,150,547
203,382,445
105,866,997
229,592,607
561,780,964
278,873,994
202,583,860
19,916,999
237,452,456
355,606,644
58,364,720
446,808,952
52,901,998
493,587,576
313,767,965
29,148,591
345,443,338
184,309,393
145,938,999
