18,124,994
229,750,926
463,633,708
522,663,774
450,604,692
364,587,655
220,797,961
422,503,574
59,328,985
195,330,579
444,567,638
432,676,792
124,385,932
238,376,679
15,150,999
72,279,988
385,575,631
122,404,980
500,634,731
491,613,642
487,747,846
33,823,984
271,698,893
186,723,916
22,156,994
398,512,520
204,289,873
428,458,777
532,628,745
388,516,604
572,808,915
302,563,598
58,249,959
342,433,815
168,240,338
362,409,492
87,289,968
262,491,792
459,565,605
307,427,506
435,669,777
182,648,827
267,328,411
30,175,992
124,291,896
191,304,378
69,238,964
161,785,936
124,666,876
237,782,931
38,210,992
515,712,799
315,674,825
204,726,901
289,451,512
122,736,913
121,335,938
58,217,983
372,445,508
281,414,712
189,690,894
443,632,726
488,718,855
264,696,850
255,408,616
85,257,938
73,272,953
313,589,657
485,748,820
170,335,824
134,715,941
495,692,843
304,514,510
407,603,721
135,340,922
394,451,563
428,567,695
305,388,384
64,289,990
42,257,985
79,291,953
149,781,948
215,689,840
342,727,874
232,367,571
256,387,431
111,253,974
103,312,949
78,680,937
147,278,400
545,702,808
192,629,794
169,414,850
126,749,942
472,710,800
509,542,591
373,493,626
198,410,797
252,356,479
310,430,561
