0,244,895
300,560,764
257,313,384
142,214,278
126,449,750
453,747,996
545,778,986
223,331,420
107,435,763
37,324,752
2,389,914
0,260,962
432,682,798
180,414,664
489,699,815
410,690,801
626,796,959
583,789,892
421,694,812
620,806,965
172,236,301
7,351,863
189,228,281
48,358,746
544,766,914
503,743,842
458,577,653
157,204,266
1,386,927
12,395,885
14,400,871
512,729,965
464,699,818
509,665,974
406,680,995
232,388,483
345,566,683
230,470,722
6,399,890
235,322,426
38,376,788
237,405,509
94,374,727
114,489,800
330,563,676
530,751,996
14,366,843
143,316,534
69,409,775
131,180,228
496,724,996
423,671,982
88,451,770
531,751,840
285,409,539
227,278,342
592,828,914
0,180,895
663,838,958
311,460,549
6,320,850
604,812,976
55,326,683
531,764,993
8,375,851
1,270,870
164,229,291
135,472,795
244,384,530
20,322,775
355,488,606
569,789,984
555,761,890
5,309,842
0,169,922
234,426,629
3,382,886
463,689,789
536,744,858
305,508,626
27,382,817
31,289,715
380,606,990
0,210,923
647,846,964
401,628,994
162,230,312
37,416,811
175,221,270
391,642,993
115,185,254
5,356,868
660,804,945
328,576,697
71,533,864
671,821,981
51,464,849
283,457,564
88,413,763
352,424,503
