278,889,997
38,158,247
392,851,993
197,363,473
44,910,999
36,160,247
98,250,337
253,868,996
439,780,980
90,266,387
41,929,999
174,395,425
161,376,422
12,85,151
581,649,830
242,835,995
230,416,479
414,803,986
87,266,386
161,871,997
90,279,387
16,91,158
169,382,444
270,810,992
585,744,945
229,390,417
19,122,209
120,316,404
69,909,999
389,518,602
500,596,799
23,142,220
186,403,455
211,339,456
205,407,468
46,166,279
107,886,998
337,794,989
25,141,243
439,844,991
164,355,398
21,115,207
461,554,689
275,837,994
573,736,942
5,52,103
339,486,609
39,176,262
338,457,585
354,816,992
17,107,185
8,62,136
322,479,592
311,865,995
148,335,419
20,137,243
153,384,449
525,613,840
142,868,997
234,405,456
177,402,425
114,915,999
548,670,868
441,786,982
89,236,328
454,753,971
115,868,997
306,422,510
560,717,939
154,396,461
390,799,987
143,328,443
163,310,383
491,607,812
166,377,443
4,46,100
580,710,937
529,658,867
528,619,804
335,460,639
408,507,654
369,882,996
324,490,643
613,766,959
195,396,425
192,422,504
91,902,999
13,90,168
471,773,978
184,377,403
201,387,437
281,441,575
136,372,439
270,429,494
571,676,873
570,741,952
519,650,858
276,852,995
468,841,989
523,715,948
