114,416,763
78,187,577
198,282,489
308,506,948
401,573,906
13,105,538
226,422,391
87,274,850
7,62,963
211,911,965
318,542,967
132,959,994
548,684,719
84,409,468
310,671,825
390,818,923
202,338,844
0,24,996
32,92,676
221,788,967
654,682,975
150,359,513
65,920,992
30,127,501
89,398,598
157,415,607
362,694,849
260,543,610
173,353,809
335,465,746
520,589,923
86,211,324
199,755,821
359,771,861
264,849,948
581,764,891
48,940,993
518,946,993
9,30,948
169,816,921
470,948,993
416,893,982
815,884,962
277,522,882
347,868,950
317,440,957
365,563,934
446,589,994
483,803,947
540,852,951
351,477,920
197,789,940
271,351,604
564,848,915
74,337,658
152,592,795
55,257,518
70,134,859
575,610,947
758,857,946
240,662,883
598,837,885
73,196,675
214,527,837
226,292,431
397,552,562
123,385,423
352,527,845
165,452,721
307,769,903
146,260,237
454,573,885
137,343,373
413,759,766
372,812,924
47,745,803
311,369,445
93,816,912
585,829,928
820,871,949
574,732,840
241,567,686
14,119,988
561,576,543
407,592,771
309,907,981
506,728,914
116,892,984
224,344,387
39,174,690
576,772,945
725,850,970
79,921,985
97,366,884
233,413,641
509,818,956
319,718,880
127,346,563
390,510,632
109,250,492
