2,183,956
0,54,339
0,27,859
0,5,719
0,7,321
9,725,992
890,701,992
2,140,999
3,189,29
0,71,463
989,968,999
0,30,999
0,992,991
6,918,999
939,268,998
25,990,993
0,141,996
0,153,111
1,159,999
0,60,692
3,198,980
12,475,998
100,774,999
7,962,988
64,451,999
5,675,40
0,34,999
0,511,996
1,173,388
0,16,96
5,424,827
106,917,563
49,737,685
0,13,515
302,974,999
0,164,999
0,561,540
2,385,999
9,644,999
0,18,964
1,143,48
855,660,998
0,969,999
47,878,994
799,34,999
0,617,999
17,595,865
0,647,999
4,96,995
0,235,999
0,842,843
15,910,809
0,110,996
192,958,999
0,482,896
176,794,999
0,1,20
1,92,987
0,20,136
0,550,999
0,1,11
4,144,392
0,127,736
0,804,36
0,223,932
0,321,999
305,528,991
0,989,999
0,57,0
2,265,999
15,997,999
0,1,86
613,344,991
136,999,1000
0,45,106
1,903,999
0,168,20
3,140,435
0,7,0
74,121,998
77,988,999
0,15,31
22,574,939
0,217,1
1,886,999
0,11,97
0,356,999
469,770,999
621,10,959
40,650,999
0,285,811
0,326,1
0,21,0
24,933,966
138,192,999
32,952,999
888,994,999
197,300,999
0,21,953
0,308,998
