154,595,872
101,262,996
67,158,427
78,136,927
172,473,490
101,411,532
233,337,861
584,486,797
135,305,370
26,343,411
69,109,806
103,206,784
498,776,903
222,559,869
16,77,918
690,690,894
471,399,527
0,196,411
30,347,664
366,278,386
479,623,915
13,316,452
1,404,609
832,886,975
801,754,875
36,187,504
15,46,553
29,84,990
524,772,949
145,618,844
93,150,981
28,644,877
15,510,897
5,518,803
327,308,425
509,597,975
249,809,982
37,410,837
131,293,437
112,696,835
66,413,526
19,416,590
141,652,867
171,226,552
53,298,388
145,465,543
20,248,362
148,662,808
233,314,836
33,309,667
538,646,900
131,235,814
375,454,637
149,711,876
243,406,474
525,840,951
160,123,108
256,479,633
400,806,945
85,476,653
174,538,729
12,435,528
154,507,720
20,447,781
9,459,828
105,182,902
46,286,183
416,549,742
101,673,846
345,560,947
173,568,916
106,333,303
179,667,570
6,154,227
245,516,709
108,247,243
320,398,849
13,322,548
351,821,884
76,565,677
435,824,959
66,419,635
7,311,568
25,544,815
297,532,877
117,294,550
361,933,986
294,561,716
43,564,733
303,818,959
355,744,787
59,160,901
651,732,809
324,717,905
10,276,660
72,79,922
113,641,918
85,352,375
83,518,624
306,409,785
