6,374,879
104,385,806
533,780,978
43,378,846
121,346,740
371,522,627
266,797,997
409,505,554
15,365,878
51,342,800
511,656,925
24,399,869
600,674,835
287,770,995
524,688,918
361,492,633
226,359,528
17,425,926
7,379,894
183,301,389
114,400,795
540,725,969
540,634,838
440,753,990
252,372,432
590,746,977
148,357,659
556,633,860
217,331,451
339,423,481
273,394,469
535,597,661
204,361,504
480,641,919
312,441,541
112,213,317
327,476,549
17,385,892
10,331,833
5,384,877
461,667,967
444,682,936
154,376,730
540,650,823
215,826,998
10,339,845
604,655,756
465,572,747
449,532,651
169,262,332
150,248,289
499,605,756
481,650,898
374,514,674
132,404,771
280,364,357
463,652,942
467,729,976
376,498,622
607,691,944
144,278,482
515,785,991
361,480,529
514,643,762
12,341,846
45,378,854
237,378,474
398,721,980
32,383,830
97,369,827
247,385,456
2,339,860
570,750,964
620,678,884
191,315,429
74,375,856
118,369,742
180,259,301
596,690,902
153,345,636
20,371,863
193,330,497
415,517,599
2,327,893
584,712,951
533,784,985
556,676,923
24,380,877
0,350,931
13,347,877
530,608,733
139,294,496
148,265,371
451,565,675
517,597,718
196,311,436
469,571,674
342,445,499
387,716,981
393,746,990
