495,589,811
211,453,660
450,534,738
81,250,383
331,553,740
58,233,590
82,152,435
385,806,968
97,189,877
251,219,857
832,863,993
189,541,869
513,620,924
32,90,391
244,344,768
424,543,823
250,561,880
72,469,868
198,330,623
133,508,699
175,328,466
303,616,855
545,450,858
569,656,971
545,587,982
194,361,667
138,436,690
87,152,433
143,499,840
292,397,544
133,488,716
35,127,471
154,600,908
244,369,682
266,414,777
134,334,569
288,691,886
109,294,502
66,344,621
149,190,748
436,663,841
243,352,707
47,325,699
130,356,588
126,698,912
26,80,359
231,384,483
351,740,773
62,696,839
196,494,634
71,128,286
409,592,885
376,596,882
151,622,929
149,738,814
261,402,807
436,865,944
89,491,811
828,872,977
874,965,994
437,600,928
49,207,682
223,681,409
168,727,924
339,718,947
222,384,655
28,97,401
332,787,953
183,336,832
364,869,970
140,475,817
119,398,737
87,433,830
177,233,761
121,549,858
235,650,840
260,519,871
263,397,409
328,486,820
238,375,782
19,139,598
229,548,827
478,663,939
669,829,832
161,213,587
165,259,485
235,276,592
181,527,690
34,379,647
544,795,924
153,223,652
224,318,909
349,497,858
687,690,890
68,272,651
113,495,718
43,471,786
357,770,945
20,121,651
430,822,960
