446,552,749
662,763,865
135,462,773
670,715,815
189,532,964
351,597,700
425,700,796
144,298,425
276,538,843
111,480,888
296,535,689
643,797,873
386,602,919
745,773,952
134,426,611
76,322,573
656,780,874
446,659,788
212,517,854
119,457,805
128,304,377
71,314,688
59,402,640
35,206,896
434,644,841
8,224,887
393,595,872
93,327,884
6,206,935
375,544,677
110,475,941
82,438,729
97,480,897
393,703,873
122,371,699
284,688,800
221,627,891
167,635,916
159,518,705
68,273,403
171,466,803
0,105,995
172,509,934
652,807,867
362,629,657
64,346,567
86,230,284
266,607,774
567,691,899
364,682,946
84,180,283
68,292,458
43,334,927
323,526,625
462,679,931
489,732,862
52,301,917
151,307,400
406,527,684
38,208,499
318,513,568
31,185,777
197,357,550
170,357,785
234,570,849
219,486,507
90,460,877
304,481,798
84,172,217
113,373,645
115,348,791
533,716,863
87,360,908
51,309,702
609,786,955
199,515,937
84,363,852
159,468,614
131,456,949
58,330,815
55,334,865
49,276,518
331,493,867
463,741,962
511,652,772
354,624,743
425,642,803
21,94,488
135,366,494
325,600,699
332,529,677
125,435,566
125,430,902
300,609,680
324,545,608
640,696,813
16,172,842
348,646,866
107,374,871
296,561,674
