228,783,888
270,817,934
197,401,743
285,786,956
229,508,930
217,819,911
104,318,578
161,229,518
248,808,902
106,298,454
288,732,971
212,367,879
150,722,813
189,505,713
169,283,562
231,730,941
218,274,939
175,702,815
136,669,729
55,427,497
135,716,824
45,152,184
178,604,734
235,713,987
197,224,740
42,313,381
244,326,955
210,313,926
209,337,949
168,796,890
217,260,951
349,766,969
193,790,885
175,268,913
260,782,976
276,839,950
224,305,923
144,725,806
209,296,775
330,768,936
211,255,854
142,677,724
296,786,953
57,205,317
187,297,750
80,256,445
223,317,688
257,382,896
144,233,554
104,670,708
166,487,738
215,308,682
190,718,822
118,429,461
196,243,968
199,309,933
183,243,873
119,324,501
68,411,487
156,690,791
226,764,936
92,472,622
242,292,789
240,794,873
350,800,978
58,309,322
45,199,294
227,801,887
71,381,457
113,382,547
331,790,964
283,749,989
207,420,683
226,280,880
74,430,493
219,747,978
111,340,533
158,262,625
196,808,899
133,712,770
62,374,464
49,360,472
229,803,920
186,751,896
140,258,484
228,280,949
335,766,975
152,391,647
226,387,891
226,366,905
310,751,976
103,191,529
57,207,326
163,308,654
250,727,944
339,818,938
192,225,705
216,289,894
198,192,801
206,798,886
