498,557,938
47,427,823
119,455,780
385,519,643
507,587,916
429,575,989
18,451,803
175,233,232
66,436,818
193,280,309
205,293,276
480,597,981
246,357,384
272,359,435
512,609,915
6,440,786
220,408,602
178,250,243
479,571,962
155,432,736
481,578,963
267,368,451
4,428,792
507,613,974
463,590,955
65,447,782
145,218,217
0,432,853
289,363,365
483,606,803
212,371,563
201,269,279
70,442,745
510,594,812
514,610,892
201,300,278
423,528,616
0,445,823
474,590,763
514,601,978
51,445,785
464,570,686
227,288,270
70,443,774
158,227,231
525,629,836
521,607,908
419,590,991
0,468,838
31,444,810
276,379,473
247,322,375
257,329,344
118,432,784
163,234,226
193,245,266
423,558,672
18,454,780
248,350,490
226,373,517
0,429,855
496,613,751
38,470,803
0,426,825
484,615,812
507,593,913
473,577,711
496,597,785
183,238,241
350,435,448
130,470,787
501,580,938
454,576,981
239,389,523
456,575,983
15,462,783
498,605,899
207,290,345
0,435,813
482,588,944
153,466,763
35,463,793
491,609,823
252,352,350
179,432,723
233,313,327
512,577,793
6,438,825
38,415,795
508,593,935
529,615,957
4,473,789
470,561,960
508,592,932
294,423,469
237,329,338
463,573,980
428,549,663
477,578,905
282,415,540
