278,426,687
347,326,876
480,579,908
432,468,908
330,868,969
6,196,416
529,622,972
116,755,838
654,612,992
263,271,752
285,628,795
324,785,970
320,518,943
501,692,894
48,368,493
54,296,627
317,666,882
215,867,965
257,382,846
407,554,911
14,473,912
96,623,877
14,741,951
368,798,932
100,843,966
122,165,618
523,691,874
551,836,953
131,575,726
419,585,795
591,753,917
776,759,901
83,302,882
376,444,732
44,511,889
336,853,982
485,615,929
87,859,963
292,289,933
156,542,602
509,557,925
875,872,998
574,557,994
238,362,822
16,504,685
593,625,958
319,477,889
451,479,914
790,883,962
387,523,862
92,130,769
515,465,908
196,924,996
408,418,946
35,198,467
463,723,894
151,458,569
916,830,988
764,820,979
26,351,607
369,962,992
400,598,822
121,196,520
97,115,435
39,92,289
222,327,588
704,949,979
5,959,999
203,286,459
3,521,942
61,362,497
629,707,875
447,661,944
26,720,965
39,718,940
3,247,461
40,673,932
464,722,759
38,194,329
429,870,954
13,60,76
148,575,638
566,724,907
254,455,545
331,481,875
460,597,970
215,552,685
124,314,730
295,502,894
562,619,950
14,108,299
428,548,956
430,678,823
284,687,800
77,128,235
639,705,996
28,837,993
589,790,775
418,599,922
550,443,840
