20,310,820
162,394,515
340,459,529
637,722,947
157,382,446
862,830,998
802,713,990
264,540,725
675,821,989
354,477,487
588,677,966
534,558,852
406,612,722
44,508,884
443,750,892
0,480,991
135,339,274
728,723,957
202,319,461
415,719,836
783,824,997
753,818,991
6,480,907
213,237,340
484,523,867
424,309,550
22,638,921
381,458,607
244,392,562
521,706,946
65,576,848
3,237,809
0,448,987
616,666,926
480,510,856
380,469,638
21,352,665
340,374,437
795,731,992
747,711,982
244,725,811
342,505,633
0,326,988
304,456,756
212,476,630
129,520,646
0,580,999
371,675,778
513,562,938
185,312,368
314,419,519
4,608,948
142,331,366
496,574,951
2,770,986
449,442,636
384,535,730
303,617,696
226,296,626
341,589,639
695,709,981
0,99,922
574,659,932
411,539,726
483,584,807
557,688,883
270,319,448
699,850,984
483,426,722
555,655,847
604,475,843
269,400,567
0,570,995
454,484,506
512,566,881
265,457,548
338,582,639
744,687,995
310,463,691
165,419,508
449,557,760
554,682,918
23,659,973
639,715,988
598,624,897
499,653,945
702,731,969
708,737,975
613,619,948
532,742,962
635,614,985
17,250,725
493,675,903
377,537,621
693,758,992
1,338,917
648,695,979
1,370,952
584,767,959
748,721,992
