166,705,963
208,219,513
247,847,944
98,347,823
361,563,885
403,699,939
266,377,555
318,726,870
87,473,834
219,519,771
315,443,634
192,517,898
258,475,791
233,328,362
95,235,717
96,186,466
306,554,825
36,124,437
166,533,672
233,476,832
345,634,885
232,549,720
110,382,510
173,421,876
160,316,481
709,893,913
90,289,728
155,397,661
398,420,720
201,577,815
513,699,762
198,748,809
414,785,926
465,649,725
813,905,969
57,364,743
208,335,470
351,522,781
437,784,864
388,571,697
158,516,688
221,278,595
281,448,845
27,74,386
374,704,905
61,310,857
146,421,620
153,297,424
358,621,845
179,408,596
304,603,794
337,876,772
338,444,742
323,295,521
281,704,967
282,354,667
696,630,753
278,531,818
520,560,812
202,443,804
361,847,983
284,519,895
152,204,703
488,851,959
100,218,584
214,509,761
110,364,771
149,145,352
154,243,536
434,634,809
80,310,922
128,427,538
369,640,904
375,487,535
89,221,574
347,634,935
169,496,829
666,875,953
146,116,294
469,699,958
167,374,333
138,222,557
42,57,107
230,651,803
250,609,874
474,465,751
448,512,788
207,439,899
173,365,784
109,252,730
291,744,954
127,167,322
320,720,651
61,141,188
320,473,775
51,307,457
107,401,517
282,685,963
239,581,874
150,158,445
