187,464,706
279,649,724
134,574,674
142,377,715
56,674,932
631,498,684
19,227,794
408,359,313
165,810,939
241,568,693
261,557,810
208,438,588
149,453,698
104,173,887
49,222,492
321,414,584
370,549,700
394,390,701
276,587,827
74,313,276
585,166,277
116,683,939
111,463,744
234,488,934
110,376,633
818,668,582
99,220,242
138,487,952
65,706,785
60,210,96
14,402,775
56,619,617
92,498,870
635,660,958
473,564,975
302,309,754
203,732,592
368,295,259
528,561,935
346,331,845
464,301,453
311,450,797
610,850,895
42,432,911
642,537,890
200,642,703
499,245,886
149,529,856
780,357,235
424,556,650
774,690,883
439,261,606
453,673,888
158,214,381
394,555,958
421,672,956
89,413,706
478,703,928
43,105,372
258,612,752
231,504,639
248,477,487
474,599,597
36,356,731
83,329,408
262,671,707
125,400,651
300,450,668
629,412,543
176,546,933
458,554,581
107,225,515
340,424,551
114,508,896
183,676,947
177,675,947
236,457,863
76,500,953
319,187,710
322,463,823
179,463,797
12,240,675
237,592,498
177,611,702
443,250,555
785,855,919
83,162,554
391,571,822
264,709,800
724,795,884
193,619,905
213,192,414
145,577,932
247,500,583
336,528,906
135,361,562
333,599,991
802,582,841
469,318,685
574,286,627
